epoch_id,delta_mean,peak_amplitude,delta_variance,auc_difference,abs_auc_activation,kurtosis_activation,extrema_abs_slope,extrema_line_length,power_epoch,power_ic_left,power_ic_right,ic_left_delta_mean,ic_left_peak_amplitude,ic_left_delta_variance,ic_left_auc_difference,ic_left_abs_auc_activation,ic_left_kurtosis_activation,ic_left_extrema_abs_slope,ic_left_extrema_line_length,ic_right_delta_mean,ic_right_peak_amplitude,ic_right_delta_variance,ic_right_auc_difference,ic_right_abs_auc_activation,ic_right_kurtosis_activation,ic_right_extrema_abs_slope,ic_right_extrema_line_length,condition,is_control
Control_010,1.3160231901953711e-06,3.735459424346339e-06,4.794947664838536e-12,3.615374400194958e-06,4.241692092040233e-06,-1.4677824685487206,8.125407479169999e-08,97.00000000000031,5.26122143059088e-12,0.6111788250583169,0.6172690819345306,0.07745216552084344,0.7114196643354529,-0.18651009315583467,-8.40756511745153,9.132960785433484,0.08584628500048863,0.05169808036040086,48.064101793811126,0.3183682353348382,0.8656322833860582,0.1481724918228523,-8.071469374031379,8.51612210549383,-0.7504266931641146,0.03375157297568452,74.04213724415679,Control,True
Control_011,1.924009112163133e-06,1.7147027892338657e-06,1.7542704853077073e-12,-3.7373965553156936e-05,3.7102130481446724e-05,0.3337624931557297,6.375254549369361e-08,96.0000000000002,6.870582004135483e-12,0.20723085593187376,0.3538906060672287,0.12132741541328029,1.0487840122631995,0.11046612299168457,-2.734453377409365,3.354509157660183,-0.4503531706107138,0.054033997486648964,37.05397458004642,0.2494640517574629,0.9343328313531636,0.23382348208938541,-2.9317166022602543,3.279196645716495,-0.8081710130872142,0.05181677050850052,45.0603715015146,Control,True
Control_012,-4.41655129707218e-07,3.9047760226980635e-06,-1.7720557422439697e-12,1.1989917872768903e-05,1.2234236531705773e-05,-0.5085608345313029,5.206215614547726e-08,117.00000000000016,3.2260127268850015e-12,0.6670042835525974,0.314377971250277,0.11667696662923843,0.48594179723782904,-0.0831223717447862,-8.920768100072221,9.514124684446738,-0.9211904921483378,0.03914542682066079,56.04288977994342,0.007964441489272611,1.0221642851850268,0.06433423663704091,-1.5446858182395629,1.9550192735222067,0.8274638180346292,0.07035147688149473,39.096392818077206,Control,True
Control_013,2.5482938251166705e-06,7.789549963259045e-06,-7.505426586906888e-13,6.229490611146332e-05,6.177368083273655e-05,-0.5515487906749135,1.8068048310487963e-07,38.00000000000062,1.60917376652405e-11,1.388555722234851,0.49763043644434685,0.568668839496846,0.7175007299747604,0.6262296153065899,-13.322749982265854,14.027130230317976,-0.5888050019384572,0.15726154241936308,24.294961761836372,0.2961476447558836,1.4868045586593879,0.2764131525290975,-4.948212183412208,5.279789582929195,-0.4288680886718623,0.033292053137499986,87.04820034274788,Control,True
Control_014,4.5100674155005366e-07,5.479331160831504e-06,6.58877144807648e-13,2.8151283026959025e-05,2.8353860548376943e-05,-1.2907386037115756,7.171729263084518e-08,111.00000000000028,8.484539288827683e-12,0.6130616621306453,1.1341896886326186,0.3234794990121408,1.8754864054959044,0.1861717427688524,9.136908770721947,8.434119437912708,-0.4135459586818806,0.031795176295454475,82.04143779259705,0.5883743683673544,1.4822584376602865,0.8907760593278067,-9.683480993279794,9.987553053160465,-0.5349990424573461,0.057759514542123906,75.1250018871933,Control,True
Control_015,1.1742123963452112e-06,2.428449739876527e-06,4.069571304024242e-12,-3.4670428009843644e-05,3.465364744974223e-05,-1.22725802686217,4.241468745165665e-07,25.00000000000225,1.2036245228199138e-11,0.6575497497964108,0.21092135926637154,0.2741197940924282,3.6899539745971897,0.43007207216333376,3.09575249944759,2.2578471091476047,1.4518920908324988,0.07955235348018663,64.20219506499441,-0.11211731913274436,1.4665970402505062,-0.08730529859841049,0.2998298304911987,0.030529379623646033,1.8408087342040318,0.3098965053039826,8.37533844187659,Control,True
Control_016,1.758772654132392e-06,2.177918181482453e-06,2.7115321738443434e-12,-2.969980207140208e-05,3.0034835564747198e-05,-0.31933169334707845,6.001420449008067e-08,106.00000000000018,5.834241321052468e-12,1.1619648601368104,0.3975953864535184,0.3180560815890271,0.9303101851898279,0.15380186539438534,-11.580667604450179,12.553640190736898,-0.9071984512530262,0.035425837815779085,91.05708413992494,0.24869653842887585,1.2852387376935843,0.3600781648395982,1.4649610444394825,1.0523400716143587,-0.52768184131995,0.07368567638931617,38.10302234651143,Control,True
Control_017,2.1514610397573066e-06,3.5656487537766415e-06,8.899725285549049e-12,-3.2360947238176875e-05,3.219420638962719e-05,-1.20160571672421,2.0292042185497217e-07,51.00000000000105,1.2145811059379913e-11,0.21863296558540926,0.44432037044708433,-0.01222726035739341,0.7481264516146392,-0.06028745378608974,-3.1185398159221496,3.8659816761449823,-0.7137746973355505,0.017438534880072274,98.0148998897521,0.041835682857988,1.817889016542147,0.05386673254149427,4.41365653719094,3.882667013912188,-0.23537081495288126,0.07155710587199914,41.1048345698253,Control,True
Control_018,1.2953114052357425e-06,7.366971502003385e-06,6.4836660743687616e-12,2.3751690305910747e-05,2.3621244647258055e-05,-0.7464816919961059,2.789902927150991e-07,35.000000000001364,8.332757552297288e-12,0.19433874316202795,0.6209478181839753,0.10710302044998327,1.0081608620099611,0.1308279712171695,-1.415955987300053,2.1064608050597435,-0.44285549244880196,0.0768936411890553,26.07675093391411,0.39801588138558736,1.9071583438450177,0.5656021093137285,3.872949850909543,3.311920563445325,-0.64600587764803,0.13501919413323432,26.235922007092608,Control,True
Control_019,8.359767092355726e-07,1.9932246219879315e-06,1.998749807208662e-12,-9.209859729693123e-06,9.33071121261791e-06,-1.2274528429308134,1.508599472146732e-07,35.0000000000004,2.2667026583370516e-12,0.4389115060003624,0.2084876634990566,0.06857559158421828,0.883884282147922,0.014197404522410972,-4.642694536048944,5.23910420530773,-0.7527897319268124,0.09010429084447148,26.10533082461365,0.1383888820778376,1.3317138056853155,0.14385718259074887,2.3311500638085874,1.8242647271398043,0.03122257896406655,0.11914689448496985,18.127313599063534,Control,True
Control_020,2.9894358671727633e-06,5.756600743924635e-06,1.674121256763307e-11,-3.146060276920928e-05,3.099185556610882e-05,-1.0396234494278718,2.870396197923142e-07,49.00000000000202,1.8313108464338047e-11,0.34840924192125994,0.22151722710327504,0.07170682852054011,1.0616263089558233,0.09084637445534377,-2.1545689706334263,2.88607347215515,-0.5746950224024516,0.05746815741578926,43.07094713698435,0.2750621632597915,0.7468023688709111,0.1571504899766344,-3.7706919481331145,4.106512529955134,-0.6551008797448636,0.08436870151948836,22.07816001512139,Control,True
Control_021,2.47980367028552e-06,2.6263513460522135e-06,-1.1671896159364309e-11,-9.546975570141422e-05,9.558001968350887e-05,2.005937919209556,2.1695466988947273e-07,53.00000000000125,4.000149482376437e-11,0.6582217192735141,0.6001807611695356,0.18777436769848488,2.1870943574734882,0.40715774216161665,-1.5969323421933477,2.5295795152932565,-0.20889014059847844,0.033259652567733805,101.0558478861641,-0.09205625426730446,2.143818961030835,-0.13916597327431146,6.952433283123526,6.357339048343811,0.11293713440638742,0.04990890958475534,55.06845712610093,Control,True
Control_022,-1.365652688911461e-07,2.5849481284547615e-06,1.4171010454230145e-13,-1.1962250291702723e-05,1.138221358647999e-05,-0.3842506072801517,1.0823952535549989e-07,86.0000000000005,5.4122656656884875e-12,0.5606908828435542,0.29528603167662926,-0.0442160639719541,2.2301210924085124,-0.15605366676286608,6.065128670831007,5.20416133934566,0.1610489961848134,0.1152682581478432,26.172158058200548,0.1411767009898795,1.4036728698958463,0.1442166151759557,2.52881042961813,2.031487712144466,-1.0174952257412428,0.03758215255150858,54.03812183489745,Control,True
Control_023,2.1021030194514065e-06,4.662564422640773e-06,6.671051252998022e-12,-9.64792160031122e-06,9.48375971556477e-06,-0.7897786936791684,1.9525408803690878e-07,46.000000000000874,5.4558076914855955e-12,1.2968296535970723,0.5803608695165793,0.029145064226177464,0.5968605595298108,-0.8656676280371807,-12.963640957246572,13.374373691582196,-0.6242070744191688,0.0878991834041876,33.127238100339135,0.11950146342547574,1.8786782687771204,0.2723865047918647,0.012006128203757127,0.5024402297622963,-0.595485701384209,0.05668575485686778,62.099531627423694,Control,True
Control_024,2.964697008919968e-06,1.0528501794764665e-05,1.0565985018224769e-11,5.4891416407805305e-05,5.447732785452047e-05,-1.344712347602732,2.2988640794686797e-07,48.00000000000127,1.8844203450460654e-11,0.6513704311946353,0.7878130900852522,0.34241863870069333,0.9856689026863518,0.3562436697214431,-6.784087751106306,7.519673625771393,-0.9763192093017268,0.04600176933040649,62.06556637727713,0.43930670742347006,1.3682944184300159,0.5755655034950831,-5.963410074688961,6.215027743132492,-0.5140274446379811,0.07625346473679341,47.13644483055084,Control,True
Control_025,-1.4252966248542943e-06,6.097112834113892e-06,-9.577458851871489e-12,-1.0739258583341371e-05,1.1572477687609104e-05,0.17816528014325161,2.547928337144763e-07,41.00000000000133,1.0674739805462012e-11,0.5668832553306575,0.2594883449230261,-0.15405295103916838,1.8334535320670655,-0.45213672151300865,7.11035211054423,6.12818096100801,-0.25269884448383984,0.02850036001007591,88.03573264823966,-0.07589964755922718,1.0344857317775373,-0.16134133253824726,-1.1315881120819435,1.5563657601314203,-0.6120083446370543,0.05282907890939534,35.04880692239835,Control,True
Control_026,2.773898137339696e-06,6.216854286942467e-06,7.000732593936788e-14,6.31576102032762e-05,6.292357105182504e-05,-0.9424409213703662,2.1990617001481873e-07,29.000000000000703,1.6172993911142336e-11,0.5721729925170729,0.3060156816439057,0.24183561229810757,0.8106120526633578,0.13927014481490557,-7.278774821761767,8.04278149725725,-0.9369974851153393,0.32337693745932405,8.407892078015546,0.006743763181580931,0.8645905975691791,0.030850548620667884,-1.1670388144634938,1.4316700082611031,-0.6753167167313809,0.06595038458631512,32.06951574477751,Control,True
Control_027,1.1618215010558339e-06,2.7975109649578383e-06,2.910849823598862e-12,-1.2560397475344044e-05,1.236470507312459e-05,-0.6594925921599022,1.4348709381249535e-07,46.000000000000476,3.1128122372128722e-12,0.8262823508868736,0.15716816464591452,0.2343158212473475,1.7218221410814365,0.4048923822186762,-3.3632471913527766,3.9322751782769267,-1.1761403323880621,0.04207488128564929,81.07166527007175,0.26254146335135464,0.911028995930534,0.16922680988400876,1.0054587736003517,0.6123424040970592,0.3013655700077611,0.025424002296900047,84.02714356994142,Control,True
Control_028,4.286042560200587e-06,1.666438380000974e-05,3.3303573604970986e-11,7.524828838798693e-05,7.511099742904862e-05,-0.9696531635895873,3.962278975945094e-07,45.00000000000353,4.561680956795031e-11,0.9988436148508306,0.3987602359789383,-0.018325961204462393,3.4292566785712406,0.03043876801730594,8.485571867499885,7.823995489505885,1.0709606747186697,0.08036219562198023,53.170863766736815,0.1679289995787009,1.0997162753861458,0.19741458636586173,2.481477697046935,2.076221113371672,-0.9607159060457091,0.028991646436929055,77.0323530522972,Control,True
Left_000,2.267932239844487e-06,1.1289668708870876e-05,1.7564761708358325e-11,4.9341413695322764e-05,4.9440387514458836e-05,-1.33357822974267,3.1967216045024185e-07,45.0000000000023,2.855834298277967e-11,0.991989008528001,0.4828224380467579,0.4800711326470806,2.5594139878364595,0.6693456855837817,9.559321579885902,8.736192292837675,-0.7411988071292557,0.12599461601440876,30.237182060141723,0.22671815532859557,2.07370456134506,0.2829487483280235,0.8350695764550824,0.4533510363922814,-0.41878310463563073,0.055166090861047595,55.083627106266256,Left,False
Left_001,1.4477402793711777e-06,5.855584362075079e-06,1.0311476469697069e-11,-2.0606430330830353e-05,2.033298692689713e-05,-0.9247807100111771,3.141250798618607e-07,43.00000000000212,1.4857727503533526e-11,0.48078822616438827,0.38267087845157055,0.1618556555844834,1.3084351600834663,0.2283411161198809,-2.875012594162031,3.6139719586899366,-0.6310487886616607,0.060289136869126646,49.08897133612236,0.18726232426961836,1.7049492205258494,0.25600497307173403,0.013173890197224869,0.35442794794566823,-0.36505447724284057,0.11503632902312604,25.164873298348795,Left,False
Left_002,1.485103218628606e-06,5.774300023010056e-06,5.367658261926805e-12,1.2914064690656317e-05,1.3079093091630465e-05,-0.8281234890176026,9.564077447179984e-08,88.0000000000004,5.17218620923332e-12,0.5179765441141877,0.728508048125241,0.14457303577455793,1.2791431911393265,0.05999939710986596,-5.1549518374576975,5.864984184082368,-0.3349955864886116,0.045880810102660076,61.06417023382412,0.41256935539479833,2.190180927277657,0.672359469427537,2.177292285998135,1.875833567861846,-0.6608874516543377,0.07915062774648941,39.12197328955073,Left,False
Left_003,2.3077315745014464e-06,7.341501859848934e-06,1.021613593002364e-11,2.212013975275033e-05,2.1952206930949592e-05,-1.2054921920620074,2.869893983460001e-07,38.00000000000156,9.719064201593259e-12,1.284935007671451,0.2458374673420776,0.5491319809528643,3.2741392755553993,1.284118698423783,5.056595586497736,4.402102787075306,-0.654315917508133,0.14594100973120258,34.360171532451574,0.2634690179765622,1.2496568853359857,0.24718104467934932,-0.8160088030010477,1.1381233430687334,-0.6307658467981607,0.06267591238617386,38.07456397479197,Left,False
Left_004,4.663624562002323e-07,1.1099573107002868e-05,1.1215997000597534e-11,3.177022083945442e-06,2.8559565260559176e-06,-0.415403558310822,5.162796582126206e-07,33.0000000000044,2.26898859158664e-11,0.39015343084460097,0.40321150092198454,0.06668332038296082,1.4287552664059953,0.06995488661202875,1.7494574467034312,1.1223074181535686,-0.8083463318165585,0.09698570587687211,26.121994746757725,-0.2928906231962376,1.395788394175802,-0.47684851071251283,2.843909597651595,2.327482216246231,-0.3026422567228053,0.12058951454442683,19.137648784464613,Left,False
Left_005,5.872194636481763e-06,1.2250623128370295e-05,8.138608942423982e-12,0.00010902296194625282,0.00010823541849224055,-0.9053317892566572,3.0923744790357296e-07,36.00000000000172,4.7903709237781144e-11,0.5121224265091447,0.3748697484245559,0.2296429358531324,1.6688749370751106,0.31664031961620526,2.4435289928551986,1.7842180418573585,-1.0234863580987748,0.09432769892364241,30.13317015028134,0.20812943210606327,1.5028040461614174,0.2510310182825193,-0.8261653649041139,1.200416124698836,-0.3563295100916002,0.03537361389237203,78.0487851534786,Left,False
Left_006,4.774080635942162e-06,1.2276191896479937e-05,9.695839355864549e-12,9.663219124659081e-05,9.548392927567404e-05,-1.3625615261567898,2.4064985916248315e-07,47.00000000000136,4.192534314405857e-11,0.5885528972675814,0.582563310586947,-0.02048969739071682,1.6208594244718337,-0.008021044239075903,-0.011606997875326486,0.6882983178961513,-0.5744148846245198,0.08704321701854881,35.13233893431306,0.48441818820126104,1.7636794503574207,0.6795504513947297,-0.1650880671364306,0.5067349737633221,-0.7122531381323483,0.06739190146104156,48.108876560915036,Left,False
Left_007,4.0631041392515315e-06,1.0485607968531869e-05,3.4239513444207175e-11,8.586233809654319e-07,1.1706678232016082e-06,-1.1376574431457493,3.362991183796377e-07,55.00000000000311,2.707876188714001e-11,1.1173479815337686,0.2748791624134985,0.1671311806145015,2.613401529535778,0.2823751785932356,8.688430334218152,7.872811349846428,-0.8415645181685565,0.09845994874679402,38.18374861137166,-0.006952815069489637,1.5551328573787928,0.10150977497490135,0.10060884976270079,0.22378928411061172,0.8816943536693715,0.11922684475387098,23.162896114902615,Left,False
Left_008,1.0035995840020521e-06,1.0018427629781198e-05,1.079239506982875e-11,-1.8351570025070417e-05,1.7041868197954242e-05,-0.22248909977963605,6.193286327695461e-07,29.00000000000556,2.3259901076552015e-11,0.7863375285962011,1.242480044030139,0.355481699251894,2.1581120595018253,0.6829556555779484,2.4804781708282504,1.8663869087492533,-0.91902022649474,0.10336446184142631,34.18114903041388,-0.4695740952579286,1.9099645248778248,-1.2826048346769754,-5.248435100065079,5.567036127319677,0.14197033711871576,0.06753372271131233,55.125279420628125,Left,False
Left_009,2.437870707111793e-06,1.0781377937058741e-05,4.468290159104784e-12,6.754661101704273e-05,6.657194396078345e-05,-0.7188619641153569,2.467549137343249e-07,39.00000000000119,2.3345215445554555e-11,1.507569707678234,0.4391451389557481,0.667636012215963,3.676248697324577,1.1236350533673252,12.642456083825849,11.920121778392556,0.02776778634898136,0.0895023751557699,53.21185945369974,0.38241616599238665,1.7243305071353243,0.3735030562237091,-2.485874906565558,2.6587079757945844,-0.3513254190673667,0.09310960696674489,32.13841104478144,Left,False
Left_010,3.5443250445640984e-06,7.183746970278704e-06,2.643361046556768e-11,-2.4245161441008066e-05,2.410042151585034e-05,-1.1392051073338771,3.447810509379179e-07,49.00000000000291,2.311180253322667e-11,1.9712955541134258,0.41075555902467653,0.7657138594074111,4.017868422882669,1.4197209694819848,14.764138946311778,13.813983855998416,-0.7244174134995429,0.17449475732857314,28.423081492736912,0.23691497043021248,0.5975621501062487,0.027942750065988176,-7.562188939983113,8.017711537226555,-0.873458885939443,0.04845134987736475,37.043403908043615,Left,False
Left_011,7.5805742153333685e-06,1.819091925161564e-05,2.793420313352894e-11,0.00012292194700963985,0.00012233877849965842,-1.1141648803764674,2.6745464689249325e-07,61.00000000000218,7.144809726151388e-11,2.5379210192413297,0.3773836022356831,0.7503104889894394,4.296926165897619,1.5052372735730715,17.70844772482252,16.95740618900407,-0.9609577107980325,0.12076831131101293,42.30517596665727,0.3043074132386785,0.4535118568380768,0.17953686259350762,-6.529148173535623,6.765045687936229,-0.2502967375624605,0.03125991296540429,69.0337045526105,Left,False
Left_012,8.761465985837703e-07,8.228550507931162e-06,8.285555111019197e-12,7.659305740205723e-06,6.701621253912044e-06,-1.3434119492411467,1.8970693790651766e-07,68.00000000000122,2.0339050082732687e-11,1.1366463789467849,0.18481589295267858,0.6629384143602608,3.1062867175726168,1.3257518608940368,4.4716617750781005,3.693861209538259,-0.5141558409336455,0.11030571870984678,46.2790029704993,0.05384023387781489,1.288612525919875,0.08263206444069675,1.2515604686242983,0.9299951530675726,-0.04843640711565467,0.022534005092060896,95.02411655471488,Left,False
Left_013,3.4059748014756162e-06,1.050814352449799e-05,1.3280213379027125e-11,5.615321612440728e-05,5.593596243835732e-05,-1.1146714678153475,2.4891963890464907e-07,48.000000000001485,2.1093531852640538e-11,4.003781580959318,0.5911563762752614,0.7697369382069742,5.10902972639749,2.8909558676466407,15.421135052146832,14.82318803567796,-0.8349584308803442,0.13637472360745928,53.490578284931466,0.5144789585630932,1.1691805310535237,0.40849623494299264,-7.3843405800472315,7.781171921615512,-0.3347053756049121,0.07934271943881693,36.113137030695896,Left,False
Left_014,3.1019177125617122e-06,4.311239359083712e-06,9.126109769660668e-13,-8.127765528024429e-05,8.18036106983898e-05,0.4944585543766178,4.021953732808434e-07,37.00000000000299,3.260123302773679e-11,1.0883532095036221,0.9190296072263976,0.1338398788429661,2.9598853076035954,0.45374291589487004,0.9702204058324813,0.13869595330921486,-0.21770609799459884,0.0975280259327516,50.23723011478488,-0.8009920520952334,1.242378352910471,-2.665656455848851,-1.6960339105353612,1.980311197557178,-0.00016949801345766957,0.13221535547435895,18.156646487507555,Left,False
Left_015,1.647619981514659e-06,1.1709771049685194e-05,1.5989518158566417e-11,3.6072461416779266e-05,3.626882155371185e-05,-0.6908620060444606,3.446139869691736e-07,42.000000000002494,2.1974241565340084e-11,3.5067635391112195,0.37844751106233687,0.9979242763094696,4.591968504108289,3.169307108737601,14.203549645531385,13.537054433206011,-1.208604893252534,0.1505670087900966,42.47341083755693,0.30149346660826376,0.9798116794232687,0.3244268205011038,-3.412280233371895,3.8625378873530756,-0.7021686134087801,0.06791857556835484,36.08293725637889,Left,False
Left_016,6.872600459975664e-07,3.709424978832584e-06,2.1739483419168746e-12,-2.7200313921836653e-05,2.655555036070667e-05,-0.959477950262928,2.4057045363979844e-07,41.00000000000119,1.037525590643375e-11,1.9315411604104518,0.7981962259545262,0.873336663067243,3.012241082640286,2.115952597629719,1.9657148277294791,1.3821792721880992,-1.0241163125969994,0.10525684816223892,53.29278490072461,0.19741112243317416,2.2190374210102903,0.35847459790006697,3.0206520764635676,2.803193062273796,-0.8266952383894584,0.0942251808051321,41.18160468797852,Left,False
Left_017,-1.208854605757955e-06,3.5631827070224177e-06,-1.2646381185150813e-11,-2.8006248941840082e-05,2.8186370765200006e-05,-0.9274158079663368,9.878758848718067e-08,94.00000000000045,1.1941156818047606e-11,1.20612639361606,0.5707673995824069,0.6943847408691577,3.1744341136858925,1.307809095648211,4.744863717063357,3.9682083316414927,-0.6563117469445596,0.10590615009043618,48.2684360995108,0.47007588336476397,2.098710012977916,0.37290633850805444,8.361942710342943,7.939008356891088,-0.6365581728441203,0.05029803944020158,60.07584884109005,Left,False
Left_018,2.906332377021486e-06,8.628082975381265e-06,1.8327316874495868e-11,-1.1635705558533111e-06,6.905519654733062e-07,-0.7737937483652937,3.8277650760967883e-07,36.000000000002636,1.4983060150944395e-11,3.029960315605183,0.25388684114346005,1.0669761412918348,4.2412751126385055,1.4437065069012434,22.81721380068306,21.876201736919693,-1.083836984712813,0.1666440603125637,30.413701164996535,-0.060606520986326906,1.1731734330085133,-0.08733411958489365,2.2339260020771,1.7143616066946634,-0.45120821177948844,0.11910026626775158,18.12721431962771,Left,False
Left_019,2.4973818498672988e-06,9.588297986404339e-06,2.923446936266843e-14,6.982580289548977e-05,6.93124786594612e-05,-0.2301428915460182,3.3151761831412755e-07,27.000000000001485,2.1363470273725375e-11,1.0901516667858937,0.4518932496316251,0.647255240923001,2.163431050199491,1.2450051312641943,2.1765327997411257,1.5697967831844508,-0.6541950200450484,0.12382945507917661,37.28259489052481,0.003878759034764645,0.660048372771709,0.010898415931527461,-5.034205609412284,5.45171187644694,-0.5256103465067157,0.2537552429146421,9.28524257022078,Left,False
